0	dp	pro	IP-MAT	1	9	mun ég svo haga nafni hvers þeirra er áður hafði eigi svo nafn til að þá skal af nafninu skilja hvað hann stoðar í málinu þó að áður skilji eigi	firstgrammar	1150	sci	99	mun ég svo haga nafni hvers þeirra er áður hafði eigi svo nafn til að þá skal af nafninu skilja hvað hann stoðar í málinu þó að áður skilji eigi	[31363, 351941, 71877, 825, 18, 70660, 285303, 4428, 22211, 333588, 67566, 71877, 18, 304370, 896755, 78406, 22900, 152917, 18, 10201, 70660, 285303, 28, 810646, 1, 32359, 896755, 22211, 10201, 755]	[31363, 351941, 71877, 825, 18, 70660, 285303, 4428, 22211, 333588, 67566, 71877, 18, 304370, 896755, 78406, 22900, 152917, 18, 10201, 70660, 285303, 28, 810646, 1, 32359, 896755, 22211, 10201, 67566]
1	quant	gapped	IP-SUB	0	5	aldrei má tvo samhljóðendur hins sama hlutar setja í einni samstöfu fyrir raddarstafinn	firstgrammar	1150	sci	102	Þeir stafir hafa af því mundang mikið eins stafs atkvæði að aldrei má tvo samhljóðendur hins sama hlutar setja í einni samstöfu fyrir raddarstafinn	[147013, 1290, 333588, 152917, 495194, 0, 75043, 51351, 1290, 17, 896755, 13441, 42274, 29037, 4, 27844, 104, 4, 24541, 810646, 36927, 2, 169606, 5]	[13441, 42274, 29037, 4, 27844, 104, 4, 24541, 810646, 36927, 2, 169606, 5]
0	dp	gapped	IP-SUB	0	2	svo skyldi rita nöfn þeirra eff ell emm enn err ess	firstgrammar	1150	sci	104	Þeir stafir mega hafa tveggja samhljóðenda atkvæði hver einn ef svo mjög vill að kveða svo sem hver þeirra er eftir raddarstafinn verður settur sem þar ber vitni er vér nefnum þá með svo miklu atkvæði sem myndum vér ef svo skyldi rita nöfn þeirra eff ell emm enn err ess	[147013, 1290, 42274, 333588, 29037, 4, 17, 70660, 36927, 38860, 71877, 27328, 29103, 896755, 7328, 71877, 432605, 70660, 285303, 1083582, 79789, 5, 140153, 24541, 432605, 92429, 27136, 2, 4428, 351941, 13814, 78406, 189194, 71877, 75043, 17, 432605, 31363, 351941, 38860, 71877, 22900, 1990, 18, 495194, 1, 2, 2, 17917, 3, 1]	[71877, 22900, 1990, 18, 495194, 1, 2, 2, 17917, 3, 1]
0	dp	gapped	IP-MAT	0	2	Má og minnka atkvæði þeirra þó að þeir standi eftir raddarstaf í samstöfun	firstgrammar	1150	sci	105	Má og minnka atkvæði þeirra þó að þeir standi eftir raddarstaf í samstöfun	[42274, 953690, 3205, 17, 285303, 32359, 896755, 285303, 29009, 79789, 5, 810646, 0]	[42274, 953690, 3205, 17, 285303, 32359, 896755, 285303, 29009, 79789, 5, 810646, 0]
1	dp	quant	IP-MAT	2	3	Skal nú hver samhljóðandi jafnmikið sitt atkvæði leggja til lags við raddarstaf þann er í nafni hans er sem hann skal hafa við hverngi annarra er hann verður stafaður í hverju máli	firstgrammar	1150	sci	109	Skal nú hver samhljóðandi jafnmikið sitt atkvæði leggja til lags við raddarstaf þann er í nafni hans er sem hann skal hafa við hverngi annarra er hann verður stafaður í hverju máli	[22900, 43646, 70660, 4, 162, 81710, 17, 30422, 304370, 3, 209457, 5, 147013, 1083582, 810646, 18, 285303, 4428, 432605, 285303, 22900, 333588, 209457, 0, 94459, 4428, 285303, 140153, 0, 810646, 70660, 1]	[22900, 43646, 70660, 4, 162, 81710, 17, 30422, 304370, 3, 209457, 5, 147013, 1083582, 810646, 18, 285303, 4428, 432605, 285303, 22900, 333588, 209457, 0, 94459, 4428, 285303, 140153, 0, 810646, 70660, 1]
1	quant	gapped	IP-SUB	0	2	skulu tvo stafi jarteina	firstgrammar	1150	sci	114	En fyrir því að c hefir hinn sama vöxt hvort sem hann er höfuðstafur ritinn eða eigi allra helst er ég ritka þá höfuðstafi stærri en aðra í riti er eigi standa í vers upphafi og skulu tvo stafi jarteina	[224841, 169606, 495194, 896755, 752, 333588, 27844, 104, 3569, 20510, 432605, 285303, 1083582, 10, 2, 87319, 755, 113770, 223, 1083582, 351941, 0, 147013, 10, 21289, 224841, 94459, 810646, 2, 4428, 755, 29009, 810646, 2, 3, 953690, 22900, 29037, 1290, 7]	[22900, 29037, 1290, 7]
0	quant	pro	IP-MAT	1	2	Má hann og í tölu vorri jarteina cc-200 tíræð sem ce tvö í latínu	firstgrammar	1150	sci	118	Má hann og í tölu vorri jarteina cc-200 tíræð sem ce tvö í latínu	[42274, 285303, 953690, 810646, 2, 314, 7, 1, 0, 1857, 4, 432605, 2, 29037, 810646, 509]	[42274, 285303, 953690, 810646, 2, 314, 7, 1, 0, 1857, 4, 432605, 2, 29037, 810646, 509]
0	dp	pro	IP-MAT	1	3	Hvorki hefi ég brugðið vexti né nafni á h því að hann má hvorki vaxa né þverra né á engi veg skapast í sínu atkvæði	firstgrammar	1150	sci	128	Hvorki hefi ég brugðið vexti né nafni á h því að hann má hvorki vaxa né þverra né á engi veg skapast í sínu atkvæði	[3019, 333588, 351941, 4560, 3569, 4145, 18, 631754, 3, 495194, 896755, 285303, 42274, 3019, 3459, 4145, 25, 4145, 631754, 45, 35042, 4700, 810646, 81710, 17]	[3019, 333588, 351941, 4560, 3569, 4145, 18, 631754, 3, 495194, 896755, 285303, 42274, 3019, 3459, 4145, 25, 4145, 631754, 45, 35042, 4700, 810646, 81710, 17]
0	pro	dp	IP-SUB	1	1	maður vilji setja hann fyrir u þá er hann verður stafaður við annan raddarstaf og hafður fyrir samhljóðanda	firstgrammar	1150	sci	136	og þarf hann af því eigi hér í vora tungu nema maður vilji setja hann fyrir u þá er hann verður stafaður við annan raddarstaf og hafður fyrir samhljóðanda er þó læt ég af nú að rita hann því að ég séka u þess meiri þörf fulltings en öðrum raddarstöfum þá er þeir verða fyrir samhljóðendur settir	[953690, 35848, 285303, 152917, 495194, 67566, 36997, 810646, 314, 1, 10579, 2, 29103, 24541, 285303, 169606, 1276, 78406, 4428, 285303, 140153, 0, 209457, 94459, 5, 953690, 333588, 169606, 4, 1083582, 32359, 23362, 351941, 152917, 43646, 896755, 1990, 285303, 495194, 896755, 351941, 0, 1276, 495194, 75043, 3, 25, 224841, 94459, 5, 78406, 4428, 285303, 140153, 169606, 4, 24541]	[2, 29103, 24541, 285303, 169606, 1276, 78406, 4428, 285303, 140153, 0, 209457, 94459, 5, 953690, 333588, 169606, 4]
0	pro	pro	IP-MAT	1	1	Vil ég heldur rita þeim hinum fám sinnum er þarf d og s alls hann er ofvallt í voru máli af d samsettur og s en ekki sinn af d og S	firstgrammar	1150	sci	139	Vil ég heldur rita þeim hinum fám sinnum er þarf d og s alls hann er ofvallt í voru máli af d samsettur og s en ekki sinn af d og S	[29103, 351941, 12122, 1990, 147013, 27844, 7, 1, 4428, 35848, 602, 953690, 1, 113770, 285303, 1083582, 0, 810646, 1083582, 1, 152917, 602, 456, 953690, 1, 224841, 209020, 81710, 152917, 4, 953690, 1]	[29103, 351941, 42070, 1990, 147013, 27844, 7, 1, 4428, 35848, 4, 953690, 1, 113770, 285303, 1083582, 0, 810646, 1083582, 1, 152917, 602, 456, 953690, 1, 224841, 209020, 81710, 152917, 4, 953690, 1]
1	quant	pro	IP-SUB	1	2	þó vilji ég heldur einn staf rita þar sem bæði stoðar jafnmikið einn og tveir til þess sem ég sagði að rit verði minna og skjótara og bókfell drjúgara	firstgrammar	1150	sci	157	Nú þó að ég hafi mjög skyndilega mælt um höfuðstafanna rit þeirra er fyrir tvo skal einn vera þá kalla ég eigi rangt né illa ritað þó að hinir tveir séu þar heldur ritnir er hvorgi er höfuðstafur er þó vilji ég heldur einn staf rita þar sem bæði stoðar jafnmikið einn og tveir til þess sem ég sagði að rit verði minna og skjótara og bókfell drjúgara	[43646, 32359, 896755, 351941, 333588, 27328, 1193, 5309, 272090, 10, 2, 285303, 1083582, 169606, 29037, 22900, 36927, 1083582, 78406, 11474, 351941, 755, 1677, 4145, 4557, 1990, 32359, 896755, 29842, 29037, 1083582, 92429, 223, 0, 2, 1, 4428, 10, 1083582, 32359, 29103, 351941, 223, 36927, 1290, 2, 92429, 432605, 12772, 28, 162, 36927, 953690, 29037, 304370, 147013, 432605, 351941, 105000, 896755, 2, 140153, 26653, 953690, 267, 953690, 29, 0]	[32359, 29103, 351941, 223, 36927, 1290, 2, 92429, 432605, 12772, 28, 162, 36927, 953690, 29037, 304370, 147013, 432605, 351941, 105000, 896755, 2, 140153, 26653, 953690, 9, 953690, 29, 0]
0	dp	dp	IP-MAT-SPE	1	5	Þar sem þú ritar höfuðstaf einn “ kveður hann ef hann ræður það „ eða samhljóðendur tvo einskonar samfellda í einni og hinni sömu samstöfu segir þú þar vil ég hvorki rita samhljóðendur tvo né höfuðstaf einn til þess að auka atkvæði	firstgrammar	1150	sci	158	En það veit ég eigi hvað þá skal að hafa ef svo illa verður að enn höggst nokkur í og mælir svo „ Þar sem þú ritar höfuðstaf einn “ kveður hann ef hann ræður það „ eða samhljóðendur tvo einskonar samfellda í einni og hinni sömu samstöfu segir þú þar vil ég hvorki rita samhljóðendur tvo né höfuðstaf einn til þess að auka atkvæði né heldur þann sem eigi sé höfuðstafur til þess að minnka	[224841, 495194, 24283, 351941, 755, 70660, 78406, 22900, 896755, 333588, 38860, 71877, 4557, 140153, 896755, 17917, 0, 33559, 810646, 953690, 5309, 71877, 158, 92429, 432605, 51183, 1990, 10, 11434, 179, 7328, 285303, 38860, 285303, 10619, 495194, 158, 87319, 4, 29037, 306, 691, 810646, 11936, 953690, 27844, 104, 2, 105000, 51183, 92429, 29103, 351941, 3019, 1990, 4, 29037, 4145, 10, 36927, 304370, 495194, 896755, 10513, 17, 4145, 223, 147013, 432605, 755, 1083582, 10, 304370, 495194, 896755, 3205]	[92429, 432605, 51183, 1990, 10, 11434, 179, 7328, 285303, 38860, 285303, 10619, 495194, 158, 87319, 4, 29037, 306, 691, 810646, 11936, 953690, 27844, 104, 2, 105000, 51183, 92429, 29103, 351941, 3019, 1990, 4, 29037, 4145, 10, 11936, 304370, 495194, 896755, 10513, 17]
0	dp	gapped	IP-SUB	0	1	ella mundu fífla hann	firstgrammar	1150	sci	163	hvað þá nema sýna honum svo skýr dæmi þeirra greina er hann skilur engar áður vera að þá þykist hann of seinn verða til að mæla sjálfur á mót sér og verða fyrri að bragði en þeir er ella mundu fífla hann og kalla sem væri spakara ef þegði	[70660, 78406, 10579, 18484, 285303, 71877, 1787, 11, 495194, 6288, 4428, 285303, 10201, 44429, 22211, 1083582, 896755, 78406, 10208, 285303, 10426, 2818, 140153, 304370, 896755, 5309, 20221, 631754, 130, 103516, 953690, 140153, 8999, 147651, 4, 224841, 285303, 1083582, 881, 31363, 32, 285303, 953690, 11474, 432605, 1083582, 59, 38860, 574]	[881, 31363, 32, 285303]
1	dp	dp	IP-SUB	1	2	maður vill skynsamlega nytsemi á bók nema eður kenna	firstgrammar	1150	sci	178	Nú um þann mann er rita vill eða nema að voru máli ritinn annað tveggja helgar þýðingar eða lög eður áttvísi eða svo hveregi er maður vill skynsamlega nytsemi á bók nema eður kenna enda sé hann svo lítillátur í fróðleiksástinni að hann vilji nema litla skynsemi heldur en öngva þá er á meðal verður hinnar meiri þá lesi hann þetta kapitulum vandlega	[43646, 272090, 147013, 2, 4428, 2, 29103, 87319, 10579, 896755, 1083582, 1, 2, 94459, 29037, 492, 1799, 87319, 3, 272, 0, 87319, 71877, 0, 4428, 2, 29103, 933, 77, 631754, 3, 10579, 272, 5182, 12489, 1083582, 285303, 71877, 29, 810646, 0, 896755, 285303, 29103, 10579, 26653, 2, 223, 224841, 1, 78406, 1083582, 631754, 15599, 140153, 27844, 75043, 78406, 7961, 285303, 200719, 10, 522]	[2, 29103, 933, 77, 631754, 3, 10579, 272, 5182]
0	quant	dp	IP-SUB	1	2	hann vilji nema litla skynsemi heldur en öngva þá er á meðal verður hinnar meiri	firstgrammar	1150	sci	178	Nú um þann mann er rita vill eða nema að voru máli ritinn annað tveggja helgar þýðingar eða lög eður áttvísi eða svo hveregi er maður vill skynsamlega nytsemi á bók nema eður kenna enda sé hann svo lítillátur í fróðleiksástinni að hann vilji nema litla skynsemi heldur en öngva þá er á meðal verður hinnar meiri þá lesi hann þetta kapitulum vandlega	[43646, 272090, 147013, 2, 1083582, 2, 29103, 87319, 10579, 896755, 1083582, 1, 2, 94459, 29037, 492, 1799, 87319, 3, 272, 0, 87319, 71877, 0, 4428, 2, 29103, 933, 77, 631754, 3, 10579, 272, 5182, 12489, 1083582, 285303, 71877, 29, 810646, 0, 896755, 285303, 29103, 10579, 26653, 2, 223, 224841, 1, 285303, 1083582, 631754, 15599, 140153, 27844, 75043, 78406, 7961, 285303, 200719, 10, 522]	[285303, 29103, 10579, 26653, 2, 223, 224841, 2, 78406, 1083582, 631754, 15599, 140153, 27844, 75043]
1	pro	dp	IP-MAT	3	1	En sú þjónasta önnur er oss boðin við Guð á helgum tíðum að vér skulum hans erindi reka við yður og kynna yður miskunn þá alla er hann hefir oss veitt í burð sínum og hérvist sinni og písl og upprisu af dauða og þeirri skipun margfaldri er þeim jarteinum fylgdi	homiliubok	1150	rel	187	En sú þjónasta önnur er oss boðin við Guð á helgum tíðum að vér skulum hans erindi reka við yður og kynna yður miskunn þá alla er hann hefir oss veitt í burð sínum og hérvist sinni og písl og upprisu af dauða og þeirri skipun margfaldri er þeim jarteinum fylgdi	[224841, 147013, 0, 94459, 1083582, 351941, 10387, 209457, 6, 631754, 492, 355, 896755, 351941, 22900, 285303, 39, 6280, 209457, 351941, 953690, 8755, 351941, 109, 147013, 113770, 4428, 285303, 333588, 351941, 11087, 810646, 288, 81710, 953690, 1, 81710, 953690, 11, 953690, 117, 152917, 2438, 953690, 147013, 394, 124, 1083582, 147013, 7, 13844]	[224841, 147013, 0, 94459, 1083582, 351941, 10387, 209457, 6, 631754, 492, 355, 896755, 351941, 22900, 285303, 39, 6280, 209457, 351941, 953690, 8755, 351941, 109, 285303, 113770, 4428, 285303, 333588, 351941, 11087, 810646, 288, 81710, 953690, 1, 81710, 953690, 11, 953690, 117, 152917, 2438, 953690, 147013, 394, 124, 1083582, 147013, 7, 13844]
1	dp	pro	IP-SUB	1	2	vér skulum hans erindi reka við yður	homiliubok	1150	rel	187	En sú þjónasta önnur er oss boðin við Guð á helgum tíðum að vér skulum hans erindi reka við yður og kynna yður miskunn þá alla er hann hefir oss veitt í burð sínum og hérvist sinni og písl og upprisu af dauða og þeirri skipun margfaldri er þeim jarteinum fylgdi	[224841, 147013, 0, 94459, 1083582, 351941, 10387, 209457, 6, 631754, 2288, 355, 896755, 351941, 22900, 285303, 39, 6280, 209457, 351941, 953690, 8755, 351941, 109, 78406, 113770, 4428, 285303, 333588, 351941, 11087, 810646, 288, 81710, 953690, 1, 81710, 953690, 11, 953690, 117, 152917, 2438, 953690, 147013, 394, 124, 1083582, 147013, 7, 13844]	[351941, 22900, 285303, 39, 6280, 209457, 351941]
1	dp	dp	IP-SUB	1	1	hann hefir oss veitt í burð sínum og hérvist sinni og písl og upprisu af dauða og þeirri skipun margfaldri er þeim jarteinum fylgdi	homiliubok	1150	rel	187	En sú þjónasta önnur er oss boðin við Guð á helgum tíðum að vér skulum hans erindi reka við yður og kynna yður miskunn þá alla er hann hefir oss veitt í burð sínum og hérvist sinni og písl og upprisu af dauða og þeirri skipun margfaldri er þeim jarteinum fylgdi	[224841, 147013, 0, 94459, 1083582, 351941, 10387, 209457, 6, 631754, 93, 355, 896755, 351941, 22900, 285303, 39, 6280, 209457, 351941, 953690, 8755, 351941, 109, 78406, 113770, 4428, 285303, 333588, 351941, 11087, 810646, 288, 81710, 953690, 1, 81710, 953690, 11, 953690, 117, 152917, 2438, 953690, 147013, 394, 124, 1083582, 147013, 7, 13844]	[285303, 333588, 351941, 11087, 810646, 288, 81710, 953690, 1, 81710, 953690, 11, 953690, 117, 152917, 2438, 953690, 147013, 394, 124, 1083582, 147013, 7, 13844]
1	dp	pro	IP-SUB	1	2	vér megim þá farsælu nýta oss er Kristur sjálfur hefir oss til boðið	homiliubok	1150	rel	188	ættim vér og að kynna yður boðorð hans hve hann vill að vér skipim voru athæfi þess er vér megim þá farsælu nýta oss er Kristur sjálfur hefir oss til boðið	[0, 351941, 953690, 896755, 8755, 351941, 10, 285303, 3601, 285303, 29103, 896755, 351941, 0, 1083582, 251, 495194, 1083582, 351941, 0, 78406, 350, 5227, 351941, 1083582, 1236, 20221, 333588, 351941, 304370, 2]	[351941, 0, 78406, 350, 5227, 351941, 1083582, 1236, 20221, 333588, 351941, 304370, 2]
1	dp	dp	IP-SUB	2	1	Kristur sjálfur hefir oss til boðið	homiliubok	1150	rel	188	ættim vér og að kynna yður boðorð hans hve hann vill að vér skipim voru athæfi þess er vér megim þá farsælu nýta oss er Kristur sjálfur hefir oss til boðið	[0, 351941, 953690, 896755, 8755, 351941, 10, 285303, 3601, 285303, 29103, 896755, 351941, 2, 1083582, 251, 495194, 1083582, 351941, 0, 78406, 350, 5227, 351941, 1083582, 1236, 20221, 333588, 351941, 304370, 2]	[1236, 20221, 333588, 351941, 304370, 2]
1	dp	dp	IP-SUB	1	1	vér skulum Guði þjóna á þá tungu og á þá mállýsku er ér kunnuð jamt skilja og um að mæla sem vér	homiliubok	1150	rel	189	Nú þó að vér séim mjög vanbúnir til hvorrar sem vér fremjum guðsþjónustu þeirra er nú hefi eg til tíndar þá verður þó að hvoru yður það allra auðsýnst hve mjög vér erum vanbúnir við því er vér skulum Guði þjóna á þá tungu og á þá mállýsku er ér kunnuð jamt skilja og um að mæla sem vér	[43646, 32359, 896755, 351941, 0, 27328, 23, 304370, 5010, 432605, 351941, 732, 1, 285303, 4428, 43646, 333588, 351941, 304370, 34, 78406, 140153, 32359, 147651, 5010, 351941, 495194, 113770, 0, 3601, 27328, 351941, 1083582, 23, 209457, 495194, 4428, 351941, 22900, 6, 1167, 631754, 147013, 1, 953690, 631754, 147013, 151, 4428, 1, 7064, 0, 10201, 953690, 272090, 896755, 5309, 432605, 351941]	[351941, 22900, 6, 1167, 631754, 147013, 1, 953690, 631754, 147013, 151, 4428, 1, 7064, 0, 10201, 953690, 272090, 896755, 5309, 432605, 351941]
1	quant	dp	IP-MAT	2	1	Þeir menn eru og mikils virtir af Guði er píningar taka af vondum mönnum fyr hans sakar	homiliubok	1150	rel	218	Þeir menn eru og mikils virtir af Guði er píningar taka af vondum mönnum fyr hans sakar	[147013, 2, 1083582, 953690, 75043, 508, 152917, 6, 1083582, 2, 76431, 152917, 1227, 2, 1, 285303, 511]	[147013, 2, 1083582, 953690, 75043, 508, 152917, 6, 4428, 2, 76431, 152917, 1227, 2, 1, 285303, 511]
0	quant	dp	IP-SUB	1	2	hún myndi vilja taka sjálf allar píningar á sinn líkam heldur en sjá son sinn píndan	homiliubok	1150	rel	225	Það má og sjá hve miklu heldur hún myndi vilja taka sjálf allar píningar á sinn líkam heldur en sjá son sinn píndan þar er hún unni honum miklu meira en sjálfri sér	[495194, 42274, 953690, 40990, 3601, 75043, 12122, 158459, 31363, 29103, 76431, 69, 113770, 2, 631754, 81710, 12, 223, 224841, 40990, 2, 81710, 15, 92429, 4428, 158459, 220, 285303, 75043, 75043, 224841, 20221, 103516]	[158459, 31363, 29103, 76431, 20221, 113770, 2, 631754, 81710, 12, 223, 224841, 40990, 2, 81710, 15]
1	dp	dp	IP-SUB	1	1	hann skyldi henni fylgja sem sinni móður	homiliubok	1150	rel	228	og varðveitti hag hennar allra mest Jóan postuli systursonur hennar svo sem Drottinn bauð honum þá er hann hékk á krossinum að hann skyldi henni fylgja sem sinni móður	[953690, 1422, 1502, 158459, 113770, 9316, 0, 7, 42, 158459, 71877, 432605, 6, 10387, 285303, 78406, 4428, 285303, 1106, 631754, 3, 896755, 285303, 22900, 158459, 13844, 432605, 81710, 4]	[285303, 22900, 158459, 13844, 432605, 1, 4]
